Loss,Accuracy
Loss,Accuracy
0.667686402797699,0.625
1.1850122213363647,0.375
0.05616617575287819,0.40625
0.03709668666124344,0.90625
0.024519195780158043,0.4375
0.2049076110124588,0.9375
0.02915601059794426,0.375
0.01940174400806427,0.90625
0.1811075061559677,0.3125
0.02812746725976467,1.0
0.05038127303123474,0.71875
0.014104045927524567,0.875
0.005972246173769236,0.71875
0.010254673659801483,0.78125
0.004618722014129162,0.5625
0.006255652755498886,0.90625
0.008993873372673988,0.34375
0.015654422342777252,1.0
0.03150933235883713,0.46875
0.6924614906311035,0.9375
0.11037474870681763,0.34375
0.002867212286219001,0.625
0.014616185799241066,0.96875
0.13649648427963257,0.5625
0.012538187205791473,0.9375
0.0033716228790581226,0.5
0.06606579571962357,0.78125
0.017972692847251892,0.90625
0.7232497334480286,0.875
0.0831885039806366,0.34375
0.004802243784070015,0.90625
0.05804862082004547,0.90625
0.0808672159910202,0.84375
0.006619826890528202,0.75
0.011660199612379074,0.71875
0.014248915947973728,0.78125
0.006474226247519255,0.8125
0.011263614520430565,0.8125
0.0044868625700473785,0.8125
0.002966607455164194,0.84375
0.0021958197467029095,0.875
0.6510223150253296,0.78125
0.0492868609726429,0.3125
0.014345590025186539,0.65625
0.06623510271310806,0.4375
0.6818011999130249,0.875
0.07003820687532425,0.25
0.6350415349006653,0.78125
0.019261904060840607,0.46875
0.009078342467546463,0.71875
0.06742386519908905,0.59375
0.006613475736230612,0.8125
0.6412118673324585,0.6875
0.06298339366912842,0.1875
0.06391173601150513,0.8125
0.006424828432500362,0.75
0.006018860265612602,0.75
0.003695931052789092,0.75
0.0032299025915563107,0.6875
0.6338935494422913,0.875
0.08620540052652359,0.40625
0.011294307187199593,0.53125
0.09246659278869629,0.84375
0.009088627994060516,0.84375
0.05986076220870018,0.84375
0.05772274732589722,0.65625
0.6598361134529114,0.90625
0.042825233191251755,0.3125
0.005096824839711189,0.75
0.009731479920446873,0.65625
0.6361302733421326,0.5625
0.015318612568080425,0.4375
0.06209150329232216,0.6875
0.11699102818965912,0.78125
0.6409844160079956,0.78125
0.05133591592311859,0.21875
0.0173996202647686,0.90625
0.05968677997589111,0.59375
0.6303666234016418,0.75
0.6435549855232239,0.375
0.022714218124747276,0.5
0.046897705644369125,0.6875
0.06476698070764542,0.96875
0.009466160088777542,0.53125
0.005520251579582691,0.875
0.012934233993291855,0.46875
0.007432618178427219,0.9375
0.003558169584721327,0.8125
0.003956513479351997,0.65625
0.016929423436522484,0.9375
0.030865026637911797,0.21875
0.012276413850486279,0.9375
0.0046205949038267136,0.84375
0.06357605755329132,0.78125
0.005209656432271004,0.75
0.005220585037022829,0.65625
0.004882280249148607,0.65625
0.008279257453978062,0.9375
0.0035692339297384024,0.65625
0.003397025167942047,0.875
0.651713490486145,0.9375
0.6244712471961975,0.34375
0.013486550189554691,0.59375
0.015373272821307182,0.625
0.012052586302161217,0.4375
0.06701241433620453,0.5
0.01072711031883955,0.78125
0.06609191000461578,0.59375
0.007837383076548576,0.90625
0.013295460492372513,0.3125
0.06124842166900635,0.75
0.00542604923248291,0.78125
0.004719476215541363,0.71875
0.0022507072426378727,0.75
0.003040960058569908,0.8125
0.06110220402479172,0.71875
0.004527832847088575,0.75
0.004477131180465221,0.71875
0.004587753675878048,0.4375
0.7015224099159241,0.9375
0.06901444494724274,0.34375
0.6406685709953308,0.53125
0.02011721581220627,0.4375
0.005535139702260494,0.59375
0.0052586826495826244,0.59375
0.004692527465522289,0.65625
0.006527615245431662,0.46875
0.6374258399009705,0.8125
0.10029669851064682,0.21875
0.0630854144692421,0.65625
0.06423567235469818,0.625
0.6361270546913147,0.78125
0.6082398295402527,0.21875
0.016192642971873283,0.5625
0.007520487066358328,0.6875
0.004939883016049862,0.71875
0.005660480819642544,0.59375
0.06413386762142181,0.78125
0.003241587895900011,0.78125
0.00662780599668622,0.6875
0.6977473497390747,0.84375
0.11679413914680481,0.21875
0.01031576655805111,0.8125
0.08234503120183945,0.59375
0.004994179122149944,0.75
0.06394772231578827,0.65625
0.01105818897485733,0.65625
0.007576998323202133,0.53125
1.2867367267608643,0.875
0.06300584971904755,0.34375
0.010896130464971066,0.5625
0.00757917296141386,0.71875
0.00463526789098978,0.65625
0.004654217045754194,0.78125
0.6704139709472656,0.5625
0.02797289937734604,0.4375
0.008471785113215446,0.46875
0.6451309323310852,1.0
0.02896009013056755,0.21875
0.037432774901390076,0.71875
0.004495982080698013,0.78125
0.004269885830581188,0.65625
0.621444046497345,0.53125
0.6182969808578491,0.34375
0.02191336080431938,0.34375
0.6626695990562439,0.71875
0.04250583425164223,0.40625
0.012987254187464714,0.65625
0.07137951999902725,0.65625
0.06977985799312592,0.5625
0.0061808698810637,0.9375
0.005394013598561287,0.96875
0.6341351866722107,0.875
0.025224991142749786,0.375
0.6315633058547974,0.84375
0.029068946838378906,0.375
0.010557581670582294,0.71875
0.0092176403850317,0.75
0.0035051312297582626,0.84375
0.6702790260314941,0.96875
0.07637403905391693,0.5
0.012403663247823715,0.53125
0.014188682660460472,0.625
0.006623533554375172,0.71875
0.06369682401418686,0.71875
0.6372078657150269,0.625
0.06238095462322235,0.3125
0.009378448128700256,0.84375
0.007369512692093849,0.65625
0.00658287201076746,0.90625
0.11282605677843094,0.59375
0.008238476701080799,0.84375
0.0039444733411073685,0.9375
0.6450263261795044,0.59375
0.616757869720459,0.3125
0.6584178805351257,0.5
