Loss,Accuracy
Loss,Accuracy
0.011009183712303638,0.40625
0.011037157848477364,0.0625
0.0004315042169764638,0.90625
0.002382236998528242,0.75
0.00014017986541148275,0.53125
0.003785087261348963,0.96875
0.002101983642205596,0.15625
0.0001681502180872485,0.90625
0.7713662385940552,0.875
0.01095554418861866,0.125
0.003757261438295245,0.34375
0.0031436141580343246,0.3125
0.0002885262365452945,0.34375
0.0003223191888537258,0.65625
0.0007838148158043623,0.6875
0.0019399119773879647,0.875
0.0010127115529030561,0.4375
0.00011202779569430277,0.65625
0.002049683127552271,0.71875
0.001989276148378849,0.625
0.004003808367997408,0.625
0.0010155714116990566,0.0625
0.0011767507530748844,0.78125
0.001371454680338502,0.125
0.000288156617898494,0.96875
0.004002214875072241,0.40625
0.0008433788316324353,0.90625
0.00010048007243312895,0.9375
0.0018103012116625905,0.90625
0.00024237020988948643,0.1875
0.005623459350317717,0.875
0.003046139609068632,0.09375
0.0003462403838057071,0.9375
0.00034550909185782075,0.09375
0.0008277340675704181,0.96875
0.0008665552013553679,0.09375
0.0013519697822630405,0.96875
0.002371100941672921,0.03125
0.0025439844466745853,0.96875
0.0007965052500367165,0.09375
0.0007819419261068106,0.90625
0.003635475877672434,0.21875
0.716034471988678,0.46875
0.018576445057988167,0.0625
0.0022933396976441145,0.09375
0.00034635161864571273,0.1875
0.0007839500904083252,0.625
0.001868252526037395,0.96875
0.00037703412817791104,0.46875
0.000213839317439124,0.96875
0.000672976893838495,0.90625
5.21974143339321e-05,0.96875
0.0005822844686917961,0.90625
0.0006058441940695047,1.0
0.00019933161092922091,0.90625
0.00018966149946209043,0.875
0.001940049696713686,0.8125
8.943975262809545e-05,0.84375
0.0019966100808233023,0.84375
0.0003969083190895617,0.15625
0.0020338986068964005,0.875
0.0003909411025233567,0.09375
0.003804235253483057,0.9375
0.004343463107943535,0.09375
0.0007492698496207595,0.53125
0.0021059305872768164,0.875
0.0003751740150619298,0.03125
0.00012341287219896913,1.0
0.0020645589102059603,0.1875
0.003367556259036064,0.09375
0.0002621396561153233,0.1875
0.0018111967947334051,0.875
0.0033033289946615696,0.03125
0.0018244031816720963,0.9375
0.00043007268686778843,0.15625
0.0003618334303610027,0.9375
0.0006826911703683436,0.09375
0.002642085077241063,1.0
0.0024765648413449526,0.125
0.002579291583970189,0.875
0.0007928733248263597,0.0
0.006699798628687859,1.0
0.0024533551186323166,0.0
0.0023406492546200752,0.90625
0.001974891871213913,0.125
0.00018134275160264224,1.0
0.0017064283601939678,0.96875
0.0016892843414098024,0.3125
0.00013593041512649506,0.53125
0.002264919690787792,0.96875
0.002089911140501499,0.03125
0.0010598106309771538,0.9375
0.002183440839871764,0.84375
0.004669881425797939,0.1875
0.0023909586016088724,0.03125
0.0006096130236983299,0.9375
0.004685105290263891,0.1875
0.0005731915589421988,0.03125
0.0008383768144994974,0.96875
0.0007348466897383332,0.03125
0.0025243505369871855,0.9375
0.0023576465900987387,0.03125
0.0017365128733217716,0.96875
0.0010101960506290197,0.03125
0.0029015608597546816,0.96875
0.001315929228439927,0.0
0.000561655848287046,0.9375
0.002157574985176325,0.15625
0.00018162823107559234,0.5
0.0035146172158420086,0.875
0.00010315042163711041,0.53125
0.00048028083983808756,0.875
0.0019704338628798723,0.75
0.002241328824311495,0.90625
0.0006368262111209333,0.03125
0.0016152034513652325,0.9375
0.0019227577140554786,0.09375
0.0018207055982202291,0.84375
0.0005273717688396573,0.125
0.0010714754462242126,0.96875
0.001740535139106214,0.03125
0.003967929165810347,0.90625
0.002538250759243965,0.03125
0.00030047856853343546,0.96875
0.0004730804939754307,0.03125
0.0007255823002196848,0.96875
0.0037280030082911253,0.125
0.00027946833870373666,0.90625
0.0018177628517150879,0.125
0.003725979942828417,0.96875
0.0016586354468017817,0.0
0.001836295472458005,0.96875
0.001040725503116846,0.0625
0.0020512233022600412,0.96875
0.0018643125658854842,0.15625
0.003714595455676317,0.96875
0.003850750857964158,0.125
0.000559373467694968,0.9375
0.0017263400368392467,0.125
0.001756254001520574,0.59375
0.0002791384467855096,0.0625
0.0006072546821087599,1.0
0.0021872096695005894,0.09375
0.0008082506246864796,0.8125
0.0001329005026491359,0.6875
0.00013122834207024425,0.9375
0.00017819818458519876,0.09375
0.0004910517600364983,0.96875
0.0013034415896981955,0.03125
0.006813365034759045,1.0
0.00505778007209301,0.125
0.002481359988451004,0.96875
0.0019953895825892687,0.125
0.0022424941416829824,0.96875
0.0036873696371912956,0.15625
0.004962963983416557,0.375
0.0021154603455215693,0.1875
0.001160324434749782,0.46875
0.00715379323810339,0.90625
0.0041130296885967255,0.15625
0.0010056127794086933,0.875
9.964141645468771e-05,0.875
0.0021696919575333595,0.6875
0.0009651624714024365,0.5
0.0003439567517489195,0.5
5.4614713008049875e-05,0.875
0.0017357469769194722,0.5625
0.004792980384081602,0.3125
0.0028036898002028465,0.09375
0.0014913304476067424,0.9375
0.004672626499086618,0.15625
0.00020784360822290182,0.90625
