length,score
447,0.0
1153,0.0
1625,-238.0
1163,-6.0
931,-100.0
2158,-100.0
755,-111.0
1020,-9.0
1090,0.0
434,0.0
1013,0.0
686,-44.0
528,0.0
539,0.0
340,0.0
1174,-79.0
648,0.0
436,0.0
1075,-106.0
789,0.0
665,-30.0
531,0.0
2672,-410.0
751,-88.0
677,0.0
756,-20.0
530,0.0
7414,-800.0
4045,-218.0
1630,-97.0
3184,-701.0
6400,-1063.0
3522,-347.0
3420,-268.0
1025,-30.0
424,0.0
929,0.0
836,-73.0
664,0.0
442,0.0
1337,-118.0
737,-38.0
1183,0.0
2369,-287.0
750,-64.0
419,-24.0
1969,-654.0
1656,-400.0
814,-7.0
4249,-1128.0
3312,-132.0
618,0.0
1676,-200.0
1532,-132.0
347,0.0
2063,-542.0
758,-14.0
6420,-448.0
1023,-35.0
767,0.0
498,0.0
5177,-1280.0
6389,-1017.0
485,0.0
849,0.0
1779,-423.0
4659,-1122.0
2350,-200.0
1489,-100.0
855,0.0
666,-46.0
689,-1.0
1517,-1009.0
551,0.0
1130,-100.0
590,-19.0
2782,-301.0
767,-6.0
2092,-200.0
907,-100.0
2523,-502.0
1606,-27.0
606,0.0
746,0.0
2274,-674.0
1101,0.0
507,0.0
1199,-130.0
3151,-503.0
661,-48.0
780,0.0
658,-1.0
754,-63.0
6711,-585.0
927,-53.0
585,0.0
1032,-100.0
860,-72.0
650,0.0
659,-26.0
1887,-146.0
1015,-44.0
569,0.0
350,0.0
3328,-788.0
778,0.0
587,0.0
680,-46.0
2541,-334.0
1869,-368.0
659,-100.0
1175,-72.0
2079,-426.0
5956,-500.0
563,0.0
1586,-200.0
398,0.0
2337,0.0
418,-19.0
1834,-300.0
418,0.0
527,0.0
3518,-338.0
1016,0.0
963,-213.0
654,-32.0
400,0.0
2932,-833.0
2308,-100.0
5673,-1091.0
1114,-41.0
1927,-100.0
671,0.0
932,-83.0
1118,-35.0
3569,-300.0
2279,-260.0
2566,-347.0
302,0.0
1865,-308.0
823,0.0
826,0.0
3602,-980.0
862,-40.0
1530,-358.0
2978,-326.0
1227,-50.0
4256,-300.0
6895,-1257.0
1944,-66.0
451,0.0
5420,-300.0
1434,-120.0
910,-48.0
711,-37.0
850,0.0
1355,-31.0
437,0.0
988,0.0
2292,-300.0
2662,-170.0
602,-20.0
2653,-251.0
1202,0.0
851,-73.0
5125,-100.0
778,-16.0
667,-46.0
1153,0.0
755,-69.0
1698,-156.0
1536,-44.0
285,0.0
835,0.0
950,-142.0
573,0.0
653,-67.0
480,-48.0
7283,-902.0
333,0.0
417,0.0
1278,-22.0
671,-27.0
666,0.0
331,0.0
692,0.0
432,0.0
1115,-42.0
7384,-1534.0
1436,-184.0
850,0.0
847,0.0
1807,-202.0
578,-5.0
692,0.0
843,-42.0
3730,-100.0
3964,-646.0
1517,-200.0
3776,-449.0
1353,-155.0
2000,-100.0
399,0.0
814,-28.0
1463,-222.0
927,-35.0
1247,-111.0
1010,0.0
402,0.0
371,0.0
837,-22.0
1108,0.0
435,0.0
1100,-92.0
672,0.0
616,-42.0
2172,-547.0
6868,-500.0
655,-30.0
548,0.0
3205,-224.0
1214,-134.0
2924,-100.0
487,0.0
609,0.0
660,-44.0
721,-26.0
599,0.0
708,0.0
430,0.0
5698,-600.0
1098,-143.0
667,0.0
326,0.0
1351,-98.0
1446,-12.0
1708,-376.0
842,-19.0
479,0.0
2047,-300.0
679,-48.0
1465,-100.0
837,-28.0
586,-53.0
5930,-734.0
1358,-100.0
5406,-934.0
582,-71.0
6838,-766.0
5279,-500.0
1020,-70.0
644,0.0
1353,-139.0
3317,-150.0
1185,-66.0
502,-17.0
822,0.0
1770,-349.0
471,0.0
657,0.0
1307,0.0
668,0.0
1440,-125.0
656,-40.0
347,0.0
524,0.0
1669,-433.0
2274,-100.0
1515,-151.0
1270,-100.0
3056,-668.0
846,0.0
662,-12.0
711,0.0
3195,-300.0
2531,-1092.0
584,-42.0
590,0.0
651,0.0
1256,-269.0
531,0.0
606,0.0
775,0.0
1062,-48.0
2183,-395.0
580,0.0
4619,-200.0
1616,-100.0
1519,-100.0
425,0.0
2496,-100.0
5442,-500.0
2900,-61.0
1009,-136.0
628,0.0
414,0.0
1349,0.0
2009,-100.0
480,0.0
552,0.0
676,-13.0
623,-16.0
598,0.0
841,0.0
938,-22.0
1035,-100.0
678,-65.0
511,0.0
597,0.0
783,-65.0
1624,-117.0
672,-13.0
2109,-100.0
1094,-8.0
3859,-650.0
921,-9.0
1358,-373.0
2582,-82.0
1282,0.0
1014,-128.0
853,-22.0
2980,-100.0
561,0.0
619,0.0
754,-61.0
990,-100.0
722,-22.0
677,0.0
1153,-175.0
5104,-897.0
3633,-300.0
500,-1.0
1430,-100.0
332,0.0
1259,-100.0
2992,0.0
1750,-351.0
426,0.0
1793,-190.0
408,0.0
1433,-7.0
558,0.0
420,-9.0
831,0.0
343,0.0
708,-22.0
752,-26.0
1441,-53.0
597,0.0
858,0.0
411,0.0
836,-45.0
4123,-400.0
1366,-132.0
1363,-56.0
606,-44.0
833,-22.0
1826,0.0
4491,-1246.0
5522,-1166.0
1245,-18.0
1812,-100.0
2137,-200.0
838,-48.0
1788,-24.0
1191,0.0
502,0.0
951,0.0
664,-24.0
664,0.0
771,0.0
2804,-401.0
499,0.0
427,0.0
418,0.0
661,-66.0
767,0.0
959,-144.0
1439,0.0
3220,-300.0
1012,-22.0
429,0.0
2770,-300.0
704,0.0
507,0.0
364,0.0
753,0.0
499,-12.0
494,0.0
668,-24.0
846,0.0
563,0.0
2046,-126.0
2245,-330.0
529,0.0
323,0.0
1787,-24.0
2193,-394.0
634,0.0
750,-21.0
503,-41.0
842,-52.0
1532,-32.0
600,0.0
635,0.0
1026,-91.0
2267,-400.0
998,-22.0
1263,-16.0
1086,-24.0
583,-40.0
2566,-94.0
3278,-300.0
499,0.0
872,0.0
4103,-558.0
899,-4.0
1254,-100.0
939,-22.0
814,0.0
1036,-100.0
4223,-400.0
666,0.0
676,-33.0
864,-82.0
3568,-200.0
2425,-539.0
3003,-200.0
612,0.0
457,0.0
1174,-48.0
1522,-399.0
1449,-100.0
766,0.0
1015,-49.0
4191,-761.0
999,-66.0
921,-147.0
5572,-1158.0
22586,-2000.0
923,-48.0
922,0.0
783,0.0
1035,-100.0
3590,-641.0
950,0.0
1003,0.0
589,0.0
1470,-100.0
1030,-100.0
1212,-15.0
846,-76.0
435,-44.0
2183,-537.0
2979,-100.0
5374,-438.0
588,0.0
690,0.0
841,-24.0
3468,-300.0
2147,-155.0
390,0.0
551,0.0
2739,-200.0
3438,-311.0
1020,-100.0
1269,-79.0
2363,-136.0
1106,-59.0
1061,-100.0
816,0.0
1099,0.0
2985,0.0
5626,-903.0
907,0.0
525,0.0
2627,-471.0
6585,-732.0
385,0.0
1003,-135.0
8183,-1017.0
1959,-206.0
2106,-665.0
2049,-53.0
872,-43.0
668,-54.0
768,0.0
400,0.0
530,0.0
820,-28.0
770,0.0
659,-72.0
589,-72.0
422,0.0
689,0.0
342,0.0
834,-32.0
542,-16.0
1335,-100.0
1110,-131.0
7862,-1317.0
1447,-28.0
12556,-2000.0
494,0.0
680,0.0
722,0.0
464,0.0
1391,-482.0
670,-22.0
2006,-100.0
1192,-68.0
668,0.0
698,0.0
1106,-100.0
666,-6.0
2745,-408.0
1160,0.0
1899,-304.0
421,0.0
438,0.0
1006,-30.0
1611,-100.0
846,-6.0
828,-26.0
1519,-122.0
1267,-44.0
440,0.0
727,-24.0
580,-37.0
820,-6.0
322,0.0
1950,-300.0
394,0.0
4468,-500.0
677,-47.0
819,0.0
3788,-466.0
468,0.0
811,0.0
1419,-51.0
1110,-46.0
3096,-252.0
1769,-263.0
4371,-464.0
914,-59.0
442,0.0
598,0.0
928,-147.0
519,0.0
747,0.0
1125,0.0
676,-68.0
1526,0.0
2714,-100.0
612,0.0
883,0.0
547,0.0
2017,-100.0
3855,-558.0
6072,-700.0
2322,-132.0
410,0.0
3687,-100.0
2237,-137.0
518,-24.0
514,0.0
368,0.0
491,0.0
3342,-191.0
841,-66.0
1114,-22.0
1281,-100.0
446,0.0
1736,-490.0
406,0.0
858,-46.0
840,-44.0
1095,-200.0
5426,-800.0
356,0.0
338,0.0
584,0.0
584,0.0
588,-47.0
1326,0.0
840,-49.0
1614,-185.0
1083,0.0
589,-22.0
763,0.0
1950,-232.0
1937,-308.0
582,0.0
1188,-22.0
834,-12.0
595,0.0
1730,0.0
682,-100.0
911,-72.0
295,0.0
710,-42.0
1519,-200.0
1066,-200.0
1708,0.0
1545,-161.0
4076,0.0
2207,-144.0
4186,-300.0
2402,-200.0
1531,-197.0
851,0.0
640,0.0
1812,-446.0
997,-46.0
749,-72.0
573,-22.0
437,0.0
659,0.0
4880,-696.0
2701,-200.0
506,0.0
685,-42.0
748,0.0
771,0.0
4838,-527.0
1386,0.0
657,0.0
494,0.0
803,0.0
919,-85.0
915,-66.0
1011,-22.0
643,0.0
755,0.0
664,0.0
1468,-29.0
324,0.0
993,0.0
2051,-109.0
350,0.0
3721,-100.0
1267,0.0
1349,-100.0
4012,-564.0
295,0.0
4435,-200.0
3457,-590.0
854,-66.0
9216,-1162.0
486,-24.0
380,0.0
752,-42.0
917,-120.0
4028,-500.0
5362,-655.0
2663,-211.0
2402,-100.0
3145,-589.0
499,0.0
1095,-55.0
1689,-100.0
788,-24.0
1323,-100.0
1104,-46.0
2450,-433.0
3092,-416.0
3345,-246.0
2066,-286.0
1166,-10.0
529,0.0
1271,0.0
682,-38.0
520,-81.0
1007,0.0
519,0.0
4950,-645.0
616,0.0
659,-55.0
2479,-200.0
507,0.0
419,0.0
673,-86.0
3117,-719.0
3703,-965.0
1238,0.0
1594,0.0
2563,-480.0
306,0.0
4436,-458.0
3534,-300.0
1816,-200.0
775,-64.0
2904,-340.0
1089,-124.0
739,0.0
1705,0.0
3259,-791.0
410,0.0
426,0.0
1308,-192.0
547,0.0
959,-20.0
2903,-558.0
533,0.0
1023,0.0
1662,-290.0
1170,-140.0
325,-24.0
1108,0.0
995,-76.0
789,-46.0
683,-32.0
858,-40.0
553,0.0
7406,-1421.0
2122,-514.0
458,0.0
1509,-347.0
589,-47.0
6477,-645.0
594,-6.0
2206,0.0
1950,-56.0
861,-37.0
346,0.0
759,-90.0
1434,-104.0
1518,-146.0
3336,-537.0
931,-66.0
3307,-759.0
671,-22.0
2810,0.0
584,0.0
1079,-100.0
1180,-348.0
1834,-382.0
821,-30.0
2290,0.0
531,0.0
878,-231.0
829,0.0
1591,-397.0
570,0.0
473,0.0
2775,-469.0
753,-110.0
549,0.0
579,-29.0
590,-7.0
744,-17.0
530,0.0
2322,-147.0
839,0.0
4638,-466.0
733,-46.0
6154,-889.0
912,0.0
786,-24.0
4767,-928.0
1765,-100.0
1597,-68.0
4841,-500.0
1297,-291.0
855,-22.0
1338,-300.0
328,0.0
4646,-529.0
682,0.0
578,0.0
373,0.0
826,-44.0
512,-39.0
2253,-353.0
1048,-100.0
5177,-884.0
1238,-100.0
2127,-200.0
1851,-200.0
