Loss,Accuracy
Loss,Accuracy
0.01849062368273735,0.78125
0.016073090955615044,0.03125
0.004345690831542015,0.96875
0.00428050896152854,0.28125
0.005220816470682621,0.9375
0.002085945336148143,0.1875
0.001025950419716537,0.84375
0.0009980341419577599,0.9375
0.0023252731189131737,0.6875
0.0015021205181255937,0.90625
0.002898990409448743,0.53125
0.001433303696103394,0.78125
0.0013174921041354537,0.84375
0.0006354303332045674,0.84375
0.0027335076592862606,0.84375
0.002616704674437642,0.25
0.0019838660955429077,0.96875
0.002696132520213723,0.125
0.0075742630288004875,0.875
0.003672148799523711,0.09375
0.0012259762734174728,0.84375
0.004063894040882587,0.8125
0.0008103682775981724,0.84375
0.0020277344156056643,0.8125
0.0018088992219418287,0.875
0.0007352247484959662,0.6875
0.0003533288836479187,0.9375
0.0008301661000587046,0.65625
0.0026877427008002996,0.78125
0.005930847488343716,0.53125
0.006800863891839981,0.96875
0.005536245182156563,0.09375
0.004766003228724003,0.875
0.003573640948161483,0.71875
0.0020115459337830544,0.96875
0.003570588305592537,0.40625
0.003832090413197875,0.84375
0.003046838566660881,0.28125
0.004090627655386925,0.8125
0.0015538940206170082,0.75
0.001153572928160429,0.90625
0.0016244328580796719,0.78125
0.0013747652992606163,0.90625
0.0008488037856295705,0.8125
0.0003019902214873582,0.90625
0.0018077275017276406,0.84375
0.0020064052660018206,0.8125
0.0009434695821255445,0.65625
0.0035651284269988537,0.90625
0.0033778895158320665,0.15625
0.0033771884627640247,0.84375
0.0009210053249262273,0.75
0.0015543533954769373,0.875
0.0009139821049757302,0.8125
0.0010654686484485865,0.90625
0.0008119363919831812,0.59375
0.0009467113995924592,0.96875
0.003922134637832642,0.125
0.0037772064097225666,0.9375
0.0037311690393835306,0.0625
0.0033866676967591047,0.84375
0.0006633990560658276,0.625
0.0009942874312400818,0.84375
0.0007111347513273358,0.625
0.003736332291737199,0.84375
0.0032126549631357193,0.03125
0.002693564398214221,0.90625
0.002973210997879505,0.1875
0.001775544136762619,0.84375
0.005551012698560953,0.6875
0.002971222624182701,0.90625
0.002618204103782773,0.53125
0.002323938300833106,0.84375
0.0009144982323050499,0.875
0.0007484528468921781,0.8125
0.004365584813058376,0.78125
0.0028455923311412334,0.875
0.0038221697323024273,0.125
0.0032545183785259724,0.96875
0.0023570507764816284,0.0625
0.007252587005496025,0.90625
0.0009479536674916744,0.84375
0.000480745016830042,0.8125
0.0020780914928764105,0.875
0.002251791302114725,0.34375
0.0012473395327106118,0.84375
0.0020889576990157366,0.75
0.0013176070060580969,0.9375
0.0019193434854969382,0.15625
0.00220263609662652,0.9375
0.0009171806741505861,0.6875
0.001940782880410552,0.875
0.001837735646404326,0.09375
0.0007069984567351639,0.96875
0.002524800132960081,0.78125
0.0009199497289955616,0.75
0.0017027044668793678,0.90625
0.0019738012924790382,0.71875
0.003418341279029846,0.84375
0.0036358919460326433,0.15625
0.0026734841521829367,0.84375
0.0015510686207562685,0.625
0.0013701150892302394,0.90625
0.0014463234692811966,0.71875
0.0015773249324411154,0.90625
0.0003758868551813066,0.96875
0.004987653344869614,0.75
0.0019879909232258797,0.875
0.004867566749453545,0.15625
0.003163303015753627,0.9375
0.00245335279032588,0.1875
0.0027743536047637463,0.78125
0.002028449671342969,0.6875
0.6973342299461365,0.6875
0.0188182070851326,0.09375
0.0016460147453472018,0.28125
0.002784034237265587,0.71875
0.0016928992699831724,0.84375
0.004819933325052261,0.78125
0.01934155449271202,0.78125
0.003619851777330041,0.125
0.0010960265062749386,0.84375
0.001370149664580822,0.5625
0.0024184274952858686,0.625
0.0036065862514078617,0.9375
0.0024081396404653788,0.15625
0.0013894889270886779,0.90625
0.0007882906356826425,0.59375
0.0011175236431881785,0.75
0.0018846774473786354,0.8125
0.001913424232043326,0.6875
0.002470228122547269,0.90625
0.0019178715301677585,0.5
0.025837499648332596,0.9375
0.004686398897320032,0.0625
0.0025398083962500095,0.875
0.0011333129368722439,0.96875
0.0028137648478150368,0.6875
0.0018543567275628448,0.78125
0.0026854686439037323,0.90625
0.0011993469670414925,0.96875
0.0031611346639692783,0.8125
0.0034563338849693537,0.90625
0.001741199055686593,0.4375
0.0018481675069779158,0.9375
0.0010090675204992294,0.9375
0.0025954232551157475,0.90625
0.0010532636661082506,0.75
0.0018088029464706779,0.875
0.0025751814246177673,0.15625
0.005601255223155022,0.875
0.0026530001778155565,0.0625
0.0031211909372359514,0.9375
0.0005877182120457292,0.9375
0.0035154754295945168,0.75
0.0024430418852716684,0.8125
0.00933825597167015,0.75
0.002924834843724966,0.9375
0.002598220482468605,0.1875
0.003377634799107909,0.9375
0.0018530967645347118,0.25
0.0023091943003237247,0.84375
0.0032662092708051205,0.21875
0.0006932370597496629,0.90625
0.0002862932160496712,0.90625
0.0015633432194590569,0.84375
0.0013098373310640454,0.875
0.002387750195339322,0.71875
0.0015872274525463581,0.84375
0.002300173044204712,0.3125
0.0017925470601767302,0.96875
0.004931025672703981,0.3125
0.004140152130275965,0.9375
0.003087720600888133,0.09375
0.0030322540551424026,0.875
0.0019424239872023463,0.25
0.0012637899490073323,0.96875
0.0015882194275036454,0.40625
0.0011723915813490748,0.90625
0.0005447660223580897,0.65625
0.0025156927295029163,0.875
0.0034165699034929276,0.625
0.0005304148071445525,0.84375
0.001997091341763735,0.75
0.0020687729120254517,0.5625
0.0009571351110935211,0.78125
0.002472670515999198,0.84375
0.0014091012999415398,0.15625
0.003351548220962286,0.84375
0.002498455112800002,0.15625
0.00463933777064085,0.8125
0.0032358926255255938,0.1875
0.0022090207785367966,0.9375
0.003269744571298361,0.21875
0.0030055218376219273,0.875
0.0013684011064469814,0.5625
0.0008903687121346593,0.8125
0.00324937398545444,0.8125
0.0003007552295457572,0.8125
0.00255773076787591,0.78125
0.025210648775100708,0.1875
0.0036175099667161703,0.9375
0.002373793628066778,0.5
0.0017749844118952751,0.875
0.0013909032568335533,0.875
0.0015962249599397182,0.875
0.0005167502677068114,0.875
0.0009834812954068184,0.875
0.0016641633119434118,0.71875
0.0040829479694366455,0.9375
0.001380278030410409,0.21875
0.002785890595987439,0.9375
0.0036883214488625526,0.53125
0.0019618619699031115,0.3125
0.002663993276655674,0.875
0.0017902683466672897,0.125
0.004797021858394146,0.90625
0.00393230514600873,0.15625
0.028694504871964455,0.75
0.008609209209680557,0.0625
0.003828633576631546,0.9375
0.002785530872642994,0.78125
0.001074496889486909,0.78125
0.0033141341991722584,0.78125
0.0007558130309917033,0.8125
0.000749234517570585,0.4375
0.007967756129801273,0.6875
0.7166284322738647,0.84375
0.010112602263689041,0.125
0.0027853765059262514,0.34375
0.002611235249787569,0.46875
0.002008076524361968,0.59375
0.0008656956488266587,0.84375
0.0020472784526646137,0.65625
0.0016181673854589462,0.875
0.0018158376915380359,0.875
0.001390470890328288,0.78125
0.0006665537366643548,0.78125
0.0012702441308647394,0.875
0.0007441227789968252,0.78125
0.0003697626234497875,0.8125
0.0026410631835460663,0.75
0.0008827160345390439,0.96875
0.0004817943263333291,0.84375
0.0007239113328978419,0.90625
0.00234068650752306,0.84375
0.0026663525495678186,0.3125
0.005349823739379644,0.84375
0.003933008294552565,0.15625
0.0015742777613922954,0.90625
0.004732332658022642,0.21875
0.0039455704391002655,0.96875
0.0028183674439787865,0.21875
0.006052016280591488,0.84375
0.0017655793344601989,0.5625
0.0009018360287882388,0.875
0.0007884143269620836,0.78125
0.0004008740943390876,0.84375
0.0006099698366597295,0.71875
0.0005100814159959555,0.9375
0.00172657601069659,0.15625
0.0030327574349939823,1.0
0.0021865591406822205,0.15625
0.003653124440461397,0.875
0.0028644376434385777,0.09375
0.0019806702621281147,0.78125
0.0009027988417074084,0.1875
0.0022804629988968372,0.84375
0.0008494204375892878,0.9375
0.0005565983592532575,0.25
0.0005221269675530493,0.78125
